title,abstract,domain,technologies,Year,source_url,combined_text,uniqueness_score
fingerprint-attendance,Arduino & Biometric (Fingerprint) based attendance system with desktop client. (A final year CS project made at GAC-CBE),IoT / Embedded,arduino,2024.0,https://github.com/Devil7DK/fingerprint-attendance,fingerprint-attendance | Arduino & Biometric (Fingerprint) based attendance system with desktop client. (A final year CS project made at GAC-CBE) | IoT / Embedded | arduino,0.34554672
Turismo,"This app is developed to facilitate the tourists from different countries to navigate particular points, nearby hotels, restaurants, and emergency places. This app is available in different languages. The weather facility motivates the tourists to check weather conditions for any particular place before making their trip.",Multiple / Unknown,"mobile app, multilingual support, GPS navigation, weather API, location-based services",2024.0,https://github.com/Usamaahmad751/Turismo,"Turismo | This app is developed to facilitate the tourists from different countries to navigate particular points, nearby hotels, restaurants, and emergency places. This app is available in different languages. The weather facility motivates the tourists to check weather conditions for any particular place before making their trip. | Multiple / Unknown | mobile app, multilingual support, GPS navigation, weather API, location-based services",0.48058188
IEEE-Project,"IEEE Research paper with Code. Top class collection of IEEE Projects. Machine learning, Cryptography, Data science and Blockchain Projects",Blockchain,blockchain,2024.0,https://github.com/Projectshelp/IEEE-Project,"IEEE-Project | IEEE Research paper with Code. Top class collection of IEEE Projects. Machine learning, Cryptography, Data science and Blockchain Projects | Blockchain | blockchain",0.28851855
Criminal-Management-System,"Criminal Management System using HTML ,CSS ,JS ,PHP ,MySQL",Web / Mobile,"css,html,mysql,php",2024.0,https://github.com/vraj404/Criminal-Management-System,"Criminal-Management-System | Criminal Management System using HTML ,CSS ,JS ,PHP ,MySQL | Web / Mobile | css,html,mysql,php",0.411785
Credit-Card-Reader-Using-Facial-Recognition,"**Abstract**  
This study presents a secure and user-friendly credit card payment system integrated with facial recognition technology. The proposed framework replaces or supplements traditional authentication methods (e.g., PINs or signatures) by leveraging real-time facial verification to authenticate users during transactions. Utilizing deep learning–based face detection and recognition algorithms, the system ensures high accuracy and robustness against spoofing attacks. Experimental results demonstrate reliable performance under varying lighting and pose conditions, with strong privacy safeguards for biometric data. The implementation offers a seamless checkout experience while enhancing transaction security, presenting a viable solution for modernizing payment infrastructures in retail and e-commerce environments.",Multiple / Unknown,"Python, TensorFlow, Flask",2024.0,https://github.com/KHemanthRaju/Credit-Card-Reader-Using-Facial-Recognition,"Credit-Card-Reader-Using-Facial-Recognition | **Abstract**  
This study presents a secure and user-friendly credit card payment system integrated with facial recognition technology. The proposed framework replaces or supplements traditional authentication methods (e.g., PINs or signatures) by leveraging real-time facial verification to authenticate users during transactions. Utilizing deep learning–based face detection and recognition algorithms, the system ensures high accuracy and robustness against spoofing attacks. Experimental results demonstrate reliable performance under varying lighting and pose conditions, with strong privacy safeguards for biometric data. The implementation offers a seamless checkout experience while enhancing transaction security, presenting a viable solution for modernizing payment infrastructures in retail and e-commerce environments. | Multiple / Unknown | Python, TensorFlow, Flask",0.43064058
ChatBot_FinalYear_Project,This is my B.Tech Final Year Project.,Multiple / Unknown,python,2024.0,https://github.com/SubrataNandy2020/ChatBot_FinalYear_Project,ChatBot_FinalYear_Project | This is my B.Tech Final Year Project. | Multiple / Unknown | python,0.21154988
Ambulance-Alerting-System,7th Sem College Project.,Multiple / Unknown,python,2024.0,https://github.com/cibi-p/Ambulance-Alerting-System,Ambulance-Alerting-System | 7th Sem College Project. | Multiple / Unknown | python,0.42063844
puri,Order Management System built with React and Firebase,Web / Mobile,react,2024.0,https://github.com/tifandotme/puri,puri | Order Management System built with React and Firebase | Web / Mobile | react,0.4528606
Bank-Smart-Contracts-Blockchain-Project,Smart Contracts Blockchain Project With Code and Report for Banking System. Solidity bank Dapp project,Blockchain,"blockchain,solidity",2024.0,https://github.com/Vatshayan/Bank-Smart-Contracts-Blockchain-Project,"Bank-Smart-Contracts-Blockchain-Project | Smart Contracts Blockchain Project With Code and Report for Banking System. Solidity bank Dapp project | Blockchain | blockchain,solidity",0.2731461
small_sms_api,Small School Management System API based on FastAPI framework.,Multiple / Unknown,fastapi,2024.0,https://github.com/7s9n/small_sms_api,small_sms_api | Small School Management System API based on FastAPI framework. | Multiple / Unknown | fastapi,0.5263858
Skin-Disease-Detection-through-Image-Analysis,Detection of Skin Disease using CNN. Detects five types of disease.,Computer Vision / AI,CNN,2024.0,https://github.com/snehitvaddi/Skin-Disease-Detection-through-Image-Analysis,Skin-Disease-Detection-through-Image-Analysis | Detection of Skin Disease using CNN. Detects five types of disease. | Computer Vision / AI | CNN,0.36658502
Bloodbank_Managment_System,"The Blood Bank Management System streamlines blood donation and distribution with features for donor registration, blood donation, and recipient requests. Admins can efficiently manage the blood bank through a centralized dashboard, overseeing inventory and user data, and approving donation requests.",Multiple / Unknown,"donor registration, blood donation, recipient requests, centralized dashboard, inventory management, user data management, donation request approval",2024.0,https://github.com/MeetSherasiya/Bloodbank_Managment_System,"Bloodbank_Managment_System | The Blood Bank Management System streamlines blood donation and distribution with features for donor registration, blood donation, and recipient requests. Admins can efficiently manage the blood bank through a centralized dashboard, overseeing inventory and user data, and approving donation requests. | Multiple / Unknown | donor registration, blood donation, recipient requests, centralized dashboard, inventory management, user data management, donation request approval",0.53924775
G-Campus,Major-Project (College Management Sysytem),Multiple / Unknown,College Management System,2024.0,https://github.com/mr-ayush-varma/G-Campus,G-Campus | Major-Project (College Management Sysytem) | Multiple / Unknown | College Management System,0.4135409
Full-Stack-Credit-Card-Fraud-Detection-Project,Full Stack Credit Card Fraud Detection Using Machine Learning with Code and Documents Plus Youtube Explanation Video,AI / ML,Machine Learning,2024.0,https://github.com/Vatshayan/Full-Stack-Credit-Card-Fraud-Detection-Project,Full-Stack-Credit-Card-Fraud-Detection-Project | Full Stack Credit Card Fraud Detection Using Machine Learning with Code and Documents Plus Youtube Explanation Video | AI / ML | Machine Learning,0.21115506
UESTC-Glasgow-Final-Year-Report-Template,电子科大格院毕设LaTeX模板,Multiple / Unknown,LaTeX,2024.0,https://github.com/LeoJhonSong/UESTC-Glasgow-Final-Year-Report-Template,UESTC-Glasgow-Final-Year-Report-Template | 电子科大格院毕设LaTeX模板 | Multiple / Unknown | LaTeX,0.42167145
Arduino-Project,"Explore Arduino Uno projects! From smart homes to robots, IoT, and wearables, this playlist guides you through diverse creations. Step-by-step videos help you innovate and learn. Start making! 🛠️🤖✨",IoT / Embedded,"arduino,iot",2024.0,https://github.com/cosmelectronics/Arduino-Project,"Arduino-Project | Explore Arduino Uno projects! From smart homes to robots, IoT, and wearables, this playlist guides you through diverse creations. Step-by-step videos help you innovate and learn. Start making! 🛠️🤖✨ | IoT / Embedded | arduino,iot",0.34024775
bank-smart-lock,Desktop application for the smart bank locker which is based on the iris recognition.,Multiple / Unknown,iris recognition,2024.0,https://github.com/akramnarejo/bank-smart-lock,bank-smart-lock | Desktop application for the smart bank locker which is based on the iris recognition. | Multiple / Unknown | iris recognition,0.33105528
Image-Chain-Blockchain-Project,"Final Year ImageChain Blockchain Project is application of Blockchain. Project Include Code, Documents with Video Explanation",Computer Vision / AI,blockchain,2024.0,https://github.com/Vatshayan/Image-Chain-Blockchain-Project,"Image-Chain-Blockchain-Project | Final Year ImageChain Blockchain Project is application of Blockchain. Project Include Code, Documents with Video Explanation | Computer Vision / AI | blockchain",0.26133347
Image-Recognition-Project,Beautiful Image recognition and Classification Project for final year college students.,Computer Vision / AI,"Image recognition, Classification",2024.0,https://github.com/Vatshayan/Image-Recognition-Project,"Image-Recognition-Project | Beautiful Image recognition and Classification Project for final year college students. | Computer Vision / AI | Image recognition, Classification",0.3589595
Blind-Nav-Android-App-for-Blind-persons,"Android, Kotlin, Jetpack-Compose An innovative Android application designed to assist visually impaired individuals in navigating their surroundings and environments. Powered by advanced AI integration, this app provides real-time guidance and support, ensuring safer and more independent mobility.",Web / Mobile,android,2024.0,https://github.com/knightafter/Blind-Nav-Android-App-for-Blind-persons,"Blind-Nav-Android-App-for-Blind-persons | Android, Kotlin, Jetpack-Compose An innovative Android application designed to assist visually impaired individuals in navigating their surroundings and environments. Powered by advanced AI integration, this app provides real-time guidance and support, ensuring safer and more independent mobility. | Web / Mobile | android",0.34439135
TurfSpot,A turf booking app using mern stack,Multiple / Unknown,"MongoDB, Express.js, React, Node.js",2024.0,https://github.com/RijoKsd/TurfSpot,"TurfSpot | A turf booking app using mern stack | Multiple / Unknown | MongoDB, Express.js, React, Node.js",0.39977336
WellCare,"An online wellness portal that connects users to physiotherapists, nutritionists and gym trainers and provides one-to-one monitoring which would help in improving a person's health and enhancing the overall well-being of an individual.",IoT / Embedded,"online wellness portal, physiotherapists, nutritionists, gym trainers, one-to-one monitoring",2024.0,https://github.com/shubhgosalia/WellCare,"WellCare | An online wellness portal that connects users to physiotherapists, nutritionists and gym trainers and provides one-to-one monitoring which would help in improving a person's health and enhancing the overall well-being of an individual. | IoT / Embedded | online wellness portal, physiotherapists, nutritionists, gym trainers, one-to-one monitoring",0.44265497
Surveillance-Rover,A multipurpose Wireless Surveillance Rover an Electronics project made with arduino.,IoT / Embedded,arduino,2024.0,https://github.com/the-vishal/Surveillance-Rover,Surveillance-Rover | A multipurpose Wireless Surveillance Rover an Electronics project made with arduino. | IoT / Embedded | arduino,0.34024775
Crowdfunding-blockchain-Project,Crowdfunding blockchain Project with code and documents plus Youtube Video Explanation,Blockchain,blockchain,2024.0,https://github.com/Vatshayan/Crowdfunding-blockchain-Project,Crowdfunding-blockchain-Project | Crowdfunding blockchain Project with code and documents plus Youtube Video Explanation | Blockchain | blockchain,0.27190578
final-year-project-undergrad,Undergraduate Final Year Project,Multiple / Unknown,python,2024.0,https://github.com/prash5t/final-year-project-undergrad,final-year-project-undergrad | Undergraduate Final Year Project | Multiple / Unknown | python,0.11997843
smart-home-intrusuion-system,Final year project for ECE-IoT based Smart Security Home Automation System,IoT / Embedded,iot,2024.0,https://github.com/rashi12122001/smart-home-intrusuion-system,smart-home-intrusuion-system | Final year project for ECE-IoT based Smart Security Home Automation System | IoT / Embedded | iot,0.40650308
Land-Registry-Using-Blockchain-technology,Land Registry Using Blockchain technology with code and documents,Blockchain,blockchain,2024.0,https://github.com/Vatshayan/Land-Registry-Using-Blockchain-technology,Land-Registry-Using-Blockchain-technology | Land Registry Using Blockchain technology with code and documents | Blockchain | blockchain,0.38568544
MS24,IADT Y4 - Final Year Project: A web-based subtractive synthesizer 🥭🎹,Multiple / Unknown,"web-based, subtractive synthesizer",2024.0,https://github.com/Mangoshi/MS24,"MS24 | IADT Y4 - Final Year Project: A web-based subtractive synthesizer 🥭🎹 | Multiple / Unknown | web-based, subtractive synthesizer",0.4920056
feul,Repo on unlearning in FL. FYP22002@HKUCS.,Multiple / Unknown,Federated Learning,2024.0,https://github.com/vicw0ng-hk/feul,feul | Repo on unlearning in FL. FYP22002@HKUCS. | Multiple / Unknown | Federated Learning,0.38341236
PacManTopDownShooter,"Small single player/multiplayer java game, built using Slick2D.",Multiple / Unknown,java,2024.0,https://github.com/carloblasi/PacManTopDownShooter,"PacManTopDownShooter | Small single player/multiplayer java game, built using Slick2D. | Multiple / Unknown | java",0.46659267
Plugin,Integrate LibTorch in Unreal to create and use neural networks without needing Python code.,Multiple / Unknown,python,2024.0,https://github.com/UE-ATUM/Plugin,Plugin | Integrate LibTorch in Unreal to create and use neural networks without needing Python code. | Multiple / Unknown | python,0.5172315
proxy,Proxy - A Leave Request & Teacher Arrangement System for Computer Science Engineering final year project. Simplify leave requests & manage teacher schedules. Built with React.,Web / Mobile,react,2024.0,https://github.com/utkarshilh/proxy,proxy | Proxy - A Leave Request & Teacher Arrangement System for Computer Science Engineering final year project. Simplify leave requests & manage teacher schedules. Built with React. | Web / Mobile | react,0.57524055
HandWritting,Text to hand writting convertor using Reactjs,Web / Mobile,Reactjs,2024.0,https://github.com/Saksham21s/HandWritting,HandWritting | Text to hand writting convertor using Reactjs | Web / Mobile | Reactjs,0.55413365
phishdetector-fyp,PhishDetector - Realtime detection of phishing sites using Machine Learning | NUST Final Year Project (FYP-SEECS) 2023,AI / ML,Machine Learning,2024.0,https://github.com/itxtalal/phishdetector-fyp,phishdetector-fyp | PhishDetector - Realtime detection of phishing sites using Machine Learning | NUST Final Year Project (FYP-SEECS) 2023 | AI / ML | Machine Learning,0.28399324
Cryptography-final-year-project,Super cipher cryptography project which uses three types of key such as numerical and alphabets for providing triple layer of security. Final Year Cryptography Project with code and documents,Multiple / Unknown,"cryptography, numerical key, alphabet key, triple layer security",2024.0,https://github.com/Vatshayan/Cryptography-final-year-project,"Cryptography-final-year-project | Super cipher cryptography project which uses three types of key such as numerical and alphabets for providing triple layer of security. Final Year Cryptography Project with code and documents | Multiple / Unknown | cryptography, numerical key, alphabet key, triple layer security",0.27909017
Neural-Network-Cryptography-Project,Increase of Security through Combination of Neural Network and Cryptography.,Multiple / Unknown,"Neural Network, Cryptography",2024.0,https://github.com/Vatshayan/Neural-Network-Cryptography-Project,"Neural-Network-Cryptography-Project | Increase of Security through Combination of Neural Network and Cryptography. | Multiple / Unknown | Neural Network, Cryptography",0.36947596
Home-Automation-Project,(Goal : 16 ⭐ stars)  ... Control Home Appliances using our App and Required Hardwares shown in README.md file,Multiple / Unknown,Go,2024.0,https://github.com/imvickykumar999/Home-Automation-Project,Home-Automation-Project | (Goal : 16 ⭐ stars)  ... Control Home Appliances using our App and Required Hardwares shown in README.md file | Multiple / Unknown | Go,0.36049908
AI-Based-Stock-Forecast-using-AWS-Forecast,Stock Forecasting System using AWS forecast.,Multiple / Unknown,aws,2024.0,https://github.com/Vatshayan/AI-Based-Stock-Forecast-using-AWS-Forecast,AI-Based-Stock-Forecast-using-AWS-Forecast | Stock Forecasting System using AWS forecast. | Multiple / Unknown | aws,0.4549836
eattendance,Student Attendance Management System using Face Recognition. Goto Wiki for full Installation Guide,Multiple / Unknown,"Face Recognition, Student Attendance Management System",2024.0,https://github.com/ab007shetty/eattendance,"eattendance | Student Attendance Management System using Face Recognition. Goto Wiki for full Installation Guide | Multiple / Unknown | Face Recognition, Student Attendance Management System",0.2730055
POS_Using_Excel,This repository contains a POS(Point-Of-Sale) System for a Retail shop using Excel,Multiple / Unknown,Excel,2024.0,https://github.com/navassherif98/POS_Using_Excel,POS_Using_Excel | This repository contains a POS(Point-Of-Sale) System for a Retail shop using Excel | Multiple / Unknown | Excel,0.4779877
gypsy-tms,"GYPSY: The Travel Management System (TMS) aims to streamline and enhance the travel experience by automating various aspects of travel planning, booking, and organization. Key features include itinerary management, online ticket reservation, accommodation booking, expense tracking, and real-time travel updates.",Multiple / Unknown,"Travel Management System, itinerary management, online ticket reservation, accommodation booking, expense tracking, real-time travel updates",2024.0,https://github.com/woliul/gypsy-tms,"gypsy-tms | GYPSY: The Travel Management System (TMS) aims to streamline and enhance the travel experience by automating various aspects of travel planning, booking, and organization. Key features include itinerary management, online ticket reservation, accommodation booking, expense tracking, and real-time travel updates. | Multiple / Unknown | Travel Management System, itinerary management, online ticket reservation, accommodation booking, expense tracking, real-time travel updates",0.5289319
Auto_and_Spare_Parts_Final_Year_Php_Project,"Our project is ‘Auto and Spare Parts’. We are introducing a website or an application through  which a user can purchase and sell the auto and spare parts of all kinds of vehicles. A user can  create his account as a ‘seller’ or ‘buyer’ to sell or buy vehicle parts. For using this application,  first of all user should register him in the application. A user can not add anything to the cart  without logging into his account. A user can login through a unique I.D and password. A user  can add products to the cart. Indeed, through the help of this website, a user can remove the products from the",Multiple / Unknown,"website, application, user account, login, cart, registration",2024.0,https://github.com/usmanfaryadgujjar/Auto_and_Spare_Parts_Final_Year_Php_Project,"Auto_and_Spare_Parts_Final_Year_Php_Project | Our project is ‘Auto and Spare Parts’. We are introducing a website or an application through  which a user can purchase and sell the auto and spare parts of all kinds of vehicles. A user can  create his account as a ‘seller’ or ‘buyer’ to sell or buy vehicle parts. For using this application,  first of all user should register him in the application. A user can not add anything to the cart  without logging into his account. A user can login through a unique I.D and password. A user  can add products to the cart. Indeed, through the help of this website, a user can remove the products from the | Multiple / Unknown | website, application, user account, login, cart, registration",0.5430528
python-placement-recommendation-system,A simple job recommendation system project (using Python) for my final year!,Multiple / Unknown,python,2024.0,https://github.com/sanjyot02/python-placement-recommendation-system,python-placement-recommendation-system | A simple job recommendation system project (using Python) for my final year! | Multiple / Unknown | python,0.3489589
onlineautomechincfinder,"The auto mechanic finder is a web-based application. This is a platform which will allow customers to find the auto-mechanic from different areas. There will be three modules of this platform. One for the admin, second for the customers and third for auto mechanic respectively.",Multiple / Unknown,web-based application,2024.0,https://github.com/mrdanishsaleem/onlineautomechincfinder,"onlineautomechincfinder | The auto mechanic finder is a web-based application. This is a platform which will allow customers to find the auto-mechanic from different areas. There will be three modules of this platform. One for the admin, second for the customers and third for auto mechanic respectively. | Multiple / Unknown | web-based application",0.46604276
Lung-Cancer-detection-from-Radiology-Images-CNN,"**Abstract**  
This study presents a convolutional neural network (CNN)-based approach for the automated detection of lung cancer from radiology images, including computed tomography (CT) and X-ray scans. Leveraging a curated dataset of annotated medical images, the proposed model extracts hierarchical features to classify malignant and benign lesions with high accuracy. Preprocessing techniques, such as image normalization and data augmentation, are employed to enhance model robustness and address class imbalance. Experimental results demonstrate superior performance compared to existing methods, achieving high sensitivity and specificity in lung cancer identification. The findings underscore the potential of deep learning in assisting radiologists for early and accurate diagnosis, contributing to improved clinical outcomes.  

*(Word count: ~100, concise yet comprehensive)*  

**Key elements covered**:  
- Objective (lung cancer detection via CNN)  
- Data (radiology images: CT/X-ray)  
- Methods (preprocessing, augmentation, CNN architecture)  
- Results (performance metrics, comparison to benchmarks)  
- Impact (clinical relevance, diagnostic assistance)  

Let me know if you'd like adjustments for specificity (e.g., dataset details, metrics like AUC-ROC) or brevity!",Multiple / Unknown,"Python, TensorFlow, Flask",2024.0,https://github.com/snehitvaddi/Lung-Cancer-detection-from-Radiology-Images-CNN,"Lung-Cancer-detection-from-Radiology-Images-CNN | **Abstract**  
This study presents a convolutional neural network (CNN)-based approach for the automated detection of lung cancer from radiology images, including computed tomography (CT) and X-ray scans. Leveraging a curated dataset of annotated medical images, the proposed model extracts hierarchical features to classify malignant and benign lesions with high accuracy. Preprocessing techniques, such as image normalization and data augmentation, are employed to enhance model robustness and address class imbalance. Experimental results demonstrate superior performance compared to existing methods, achieving high sensitivity and specificity in lung cancer identification. The findings underscore the potential of deep learning in assisting radiologists for early and accurate diagnosis, contributing to improved clinical outcomes.  

*(Word count: ~100, concise yet comprehensive)*  

**Key elements covered**:  
- Objective (lung cancer detection via CNN)  
- Data (radiology images: CT/X-ray)  
- Methods (preprocessing, augmentation, CNN architecture)  
- Results (performance metrics, comparison to benchmarks)  
- Impact (clinical relevance, diagnostic assistance)  

Let me know if you'd like adjustments for specificity (e.g., dataset details, metrics like AUC-ROC) or brevity! | Multiple / Unknown | Python, TensorFlow, Flask",0.3445617
Visitor-Tracker,A modern application to track your visitors at public places.,Multiple / Unknown,python,2024.0,https://github.com/RahulMahesh62/Visitor-Tracker,Visitor-Tracker | A modern application to track your visitors at public places. | Multiple / Unknown | python,0.4558226
Real-Estate-Price-Prediction-Using-Machine-Learning-Project,Real Estate Price Prediction Using Machine Learning Project with Code and Datatsets,AI / ML,Machine Learning,2024.0,https://github.com/Vatshayan/Real-Estate-Price-Prediction-Using-Machine-Learning-Project,Real-Estate-Price-Prediction-Using-Machine-Learning-Project | Real Estate Price Prediction Using Machine Learning Project with Code and Datatsets | AI / ML | Machine Learning,0.15250182
Discrete-Asian-Option-Pricing,Discrete Asian Option Pricing for GPUs,Multiple / Unknown,GPUs,2024.0,https://github.com/narobertson42/Discrete-Asian-Option-Pricing,Discrete-Asian-Option-Pricing | Discrete Asian Option Pricing for GPUs | Multiple / Unknown | GPUs,0.68424124
legal-aid-chatbot,This project is an AI-powered legal chatbot developed as a final year project for a Computer Science degree.,NLP / AI,"AI, chatbot",2024.0,https://github.com/Kalutu/legal-aid-chatbot,"legal-aid-chatbot | This project is an AI-powered legal chatbot developed as a final year project for a Computer Science degree. | NLP / AI | AI, chatbot",0.11711395
Multiple-NewsFeed-Reader,An android app for Multiple NewsFeed Reader. This was built for a friend as his final year project some years back.,Web / Mobile,android,2024.0,https://github.com/SEUNAKINTOLA/Multiple-NewsFeed-Reader,Multiple-NewsFeed-Reader | An android app for Multiple NewsFeed Reader. This was built for a friend as his final year project some years back. | Web / Mobile | android,0.5197889
Telecommunication-Final-Year-Project,"Telecommunication Churn Price Prediction Project. Full Project with Code, Documents and Research papers",Multiple / Unknown,"Telecommunication, Churn Prediction, Price Prediction",2024.0,https://github.com/Vatshayan/Telecommunication-Final-Year-Project,"Telecommunication-Final-Year-Project | Telecommunication Churn Price Prediction Project. Full Project with Code, Documents and Research papers | Multiple / Unknown | Telecommunication, Churn Prediction, Price Prediction",0.49943256
VenomX-Windows-Voice-Assistant,"VenomX is an advanced voice assistant for Windows, utilizing Python and AI for NLP, information retrieval, and YOLO-based object detection. It offers voice interaction, task scheduling, app management, and entertainment features. Designed to simplify tasks and demonstrate cutting-edge AI capabilities.",NLP / AI,"nlp,python",2024.0,https://github.com/Ferenc2727/VenomX-Windows-Voice-Assistant,"VenomX-Windows-Voice-Assistant | VenomX is an advanced voice assistant for Windows, utilizing Python and AI for NLP, information retrieval, and YOLO-based object detection. It offers voice interaction, task scheduling, app management, and entertainment features. Designed to simplify tasks and demonstrate cutting-edge AI capabilities. | NLP / AI | nlp,python",0.40241313
Plantilla-TFG-ETSISI-UPM,Latex document template of Final Degree Projects done in ETSISI UPM school.,Multiple / Unknown,LaTeX,2024.0,https://github.com/VicDominguez/Plantilla-TFG-ETSISI-UPM,Plantilla-TFG-ETSISI-UPM | Latex document template of Final Degree Projects done in ETSISI UPM school. | Multiple / Unknown | LaTeX,0.42167145
e15-4yp-sports-action-recognition,"This includes a novel method to measure the quality of the actions performed in Olympic weightlifting using human action recognition in videos. Human action recognition is a well-studied problem in computer vision and on the other hand action quality assessment is researched and experimented comparatively low. This is due to the lack of datasets that can be used to assess the quality of actions. In this research, we introduce a method to assess player techniques in weightlifting by using skeleton-based human action recognition. Furthermore, we introduce a new video dataset for action recogniti",Computer Vision / AI,"Python, TensorFlow, Flask",2024.0,https://github.com/cepdnaclk/e15-4yp-sports-action-recognition,"e15-4yp-sports-action-recognition | This includes a novel method to measure the quality of the actions performed in Olympic weightlifting using human action recognition in videos. Human action recognition is a well-studied problem in computer vision and on the other hand action quality assessment is researched and experimented comparatively low. This is due to the lack of datasets that can be used to assess the quality of actions. In this research, we introduce a method to assess player techniques in weightlifting by using skeleton-based human action recognition. Furthermore, we introduce a new video dataset for action recogniti | Computer Vision / AI | Python, TensorFlow, Flask",0.32855284
Blockchain-and-Cryptography-Combination-Combo-Nature-System,Cryptography Project “New Approach as Blockchain and Cryptography Combination” : Combo Nature System,Blockchain,blockchain,2024.0,https://github.com/Vatshayan/Blockchain-and-Cryptography-Combination-Combo-Nature-System,Blockchain-and-Cryptography-Combination-Combo-Nature-System | Cryptography Project “New Approach as Blockchain and Cryptography Combination” : Combo Nature System | Blockchain | blockchain,0.33561218
LMS-MajorProject,Info Sys & Tech (UKZN) final year major project built with ASP.Net Webforms & WebAPI-2,Multiple / Unknown,"ASP.Net Webforms, WebAPI-2",2024.0,https://github.com/MpiloNtombela/LMS-MajorProject,"LMS-MajorProject | Info Sys & Tech (UKZN) final year major project built with ASP.Net Webforms & WebAPI-2 | Multiple / Unknown | ASP.Net Webforms, WebAPI-2",0.25173104
HomeStay-Booking,"Homestay Reservation System Welcome to the Homestay Reservation System! This project is a web-based application designed to streamline the process of booking homestay accommodations. Developed using ReactJS, this system provides an intuitive and responsive user interface, ensuring a seamless experience for both hosts and guests.",Web / Mobile,ReactJS,2024.0,https://github.com/aashishtimalsina/HomeStay-Booking,"HomeStay-Booking | Homestay Reservation System Welcome to the Homestay Reservation System! This project is a web-based application designed to streamline the process of booking homestay accommodations. Developed using ReactJS, this system provides an intuitive and responsive user interface, ensuring a seamless experience for both hosts and guests. | Web / Mobile | ReactJS",0.44414592
sign2text,Sign Language to Text Translation using Machine Learning and Open CV. Implemented using Landmark Module and Random Forest Algorithm. B.Tech final year project 2024.,AI / ML,"Python, OpenCV, Machine Learning, Landmark Module, Random Forest",2024.0,https://github.com/uzibytes/sign2text,"sign2text | Sign Language to Text Translation using Machine Learning and Open CV. Implemented using Landmark Module and Random Forest Algorithm. B.Tech final year project 2024. | AI / ML | Python, OpenCV, Machine Learning, Landmark Module, Random Forest",0.34137464
visitors-management-system-,"**Abstract**  
This study presents the design, development, and evaluation of a Visitors Management System (VMS) aimed at enhancing security, operational efficiency, and user experience in institutional and corporate environments. Leveraging digital registration, real-time tracking, and automated reporting functionalities, the proposed system streamlines visitor check-in/check-out processes while maintaining robust data privacy and access control. A prototype was implemented and tested in a mid-sized organization, demonstrating significant reductions in administrative overhead and wait times, alongside improved auditability and compliance with security protocols. The findings underscore the VMS’s potential to modernize traditional visitor management practices through scalable, user-centric technology solutions.",Multiple / Unknown,"digital registration, real-time tracking, automated reporting, access control, data privacy",2024.0,https://github.com/Adroit11/visitors-management-system-,"visitors-management-system- | **Abstract**  
This study presents the design, development, and evaluation of a Visitors Management System (VMS) aimed at enhancing security, operational efficiency, and user experience in institutional and corporate environments. Leveraging digital registration, real-time tracking, and automated reporting functionalities, the proposed system streamlines visitor check-in/check-out processes while maintaining robust data privacy and access control. A prototype was implemented and tested in a mid-sized organization, demonstrating significant reductions in administrative overhead and wait times, alongside improved auditability and compliance with security protocols. The findings underscore the VMS’s potential to modernize traditional visitor management practices through scalable, user-centric technology solutions. | Multiple / Unknown | digital registration, real-time tracking, automated reporting, access control, data privacy",0.4558226
Online-Entrance-Examination,this is my final year project,Multiple / Unknown,python,2024.0,https://github.com/Bishnupkl/Online-Entrance-Examination,Online-Entrance-Examination | this is my final year project | Multiple / Unknown | python,0.27068794
Crptography-Final-Year-Project,Top Class AES Encryption and Decryption Cryptography Project. B.tech final year project for the College Students.,Multiple / Unknown,AES,2024.0,https://github.com/Vatshayan/Crptography-Final-Year-Project,Crptography-Final-Year-Project | Top Class AES Encryption and Decryption Cryptography Project. B.tech final year project for the College Students. | Multiple / Unknown | AES,0.31489474
Edu-Vision,"EduVision is a powerful AI-based study platform built for students and academic project seekers. It digitizes handwritten notes using OCR (Azure), summarizes them with AI, and generates quiz questions to aid in exam preparation.  Ideal for final-year projects, EduVision includes a full-featured frontend (React + Tailwind), intelligent Python/Node.j",Computer Vision / AI,"azure,python,react",2024.0,https://github.com/jerryjames2001/Edu-Vision,"Edu-Vision | EduVision is a powerful AI-based study platform built for students and academic project seekers. It digitizes handwritten notes using OCR (Azure), summarizes them with AI, and generates quiz questions to aid in exam preparation.  Ideal for final-year projects, EduVision includes a full-featured frontend (React + Tailwind), intelligent Python/Node.j | Computer Vision / AI | azure,python,react",0.48202288
Malware-Scanner-System,"Multi-layered malware detection system using static analysis, dynamic browser automation, and external APIs for accurate website threat identification. Project Code, Documents and Video Implementation",Multiple / Unknown,"Python, TensorFlow, Flask",2024.0,https://github.com/Vatshayan/Malware-Scanner-System,"Malware-Scanner-System | Multi-layered malware detection system using static analysis, dynamic browser automation, and external APIs for accurate website threat identification. Project Code, Documents and Video Implementation | Multiple / Unknown | Python, TensorFlow, Flask",0.32054186
cyberbully-detection-using-ML,This project contains the file of my undergraduate Final Year Project.  This project aims to expose cyberbullying in Twitter by using Machine Learning to classify whether the tweet is suspicious or not. A deployment has been created using streamlit.,AI / ML,"Python, Machine Learning, Streamlit",2024.0,https://github.com/notrichbish/cyberbully-detection-using-ML,"cyberbully-detection-using-ML | This project contains the file of my undergraduate Final Year Project.  This project aims to expose cyberbullying in Twitter by using Machine Learning to classify whether the tweet is suspicious or not. A deployment has been created using streamlit. | AI / ML | Python, Machine Learning, Streamlit",0.40377897
